name,gender,ipa,romanize1,romanize2,romanize3
อภิมุข,m,?a-2 Pi-4 muk4,aphimuk,Apimuk,Apimook
อภิรักษ์,m,?a-2 Pi-4 rak4,aphirak,Apirak,
อภิฤดี,f,?a-2 Pi-4 rv-4 dI-1,aphiruedi,Apiruedee,
อภิวิชญ์,m,?a-2 Pi-4 wit4,aphiwit,Apiwit,Aphivit
อภิวุฒิ,m,?a-2 Pi-4 wut4,aphiwut,Apiwut,Apivut
อภิศักดิ์,m,?a-2 Pi-4 sak2,aphisak,Apisak,
อภิสรา,f,?a-2 Pi-4 sa-1 rA-1,aphisara,Apisara,
อภิสิทธิ์,m,?a-2 Pi-4 sit2,aphisit,Apisit,
อภิเชษฐ,m,?a-2 Pi-4 CEt3,aphichet,Apichet,
อภิเชษฐ์,m,?a-2 Pi-4 CEt3,aphichet,Apichet,
อภิเดช,m,?a-2 Pi-4 dEt2,aphidet,Apidech,Aphidech
อภิเษก,m,?a-2 Pi-4 sEk2,aphisek,Apisek,
อมรวรรณ,f,?a-2 mXn1 wan1,amonwan,Amornwan,Amonvan
อมราวดี,f,?a-2 ma-1 rA-1 wa-4 dI-1,amarawadi,Amarawadee,
อมรเทพ,m,?a-2 mXn1 TEp3,amonthep,Amornthep,Amontep
อมฤต,m,?a-2 ma-4 rit4,amarit,Amarith,
อมิตา,f,?a-2 mi-4 tA-1,amita,,
อร,f,?Xn1,on,Orn,
อรจันทร์,f,?Xn1 can1,onchan,Ornchan,Ornjan
อรชุดา,f,?Xn1 Cu-4 dA-1,onchuda,Ornchuda,
อรชุมา,f,?Xn1 Cu-4 mA-1,onchuma,Ornchuma,
อรณิชชา,f,?Xn1 nit4 CA-1,onnitcha,Ornnicha,Ornitcha
อรณิชชา,f,?X-1 ra-4 nit4 CA-1,oranitcha,Oranicha,Oranitcha
อรดา,f,?X-1 ra-4 dA-1,orada,,
อรทัย,f,?X-1 ra-4 Taj1,orathai,Oratai,
อรนงค์,f,?X-1 ra-4 noN1,oranong,,
อรนันท์,f,?X-1 ra-4 nan1,oranan,Oranant,
อรนิชา,f,?Xn1 CA-1,onnicha,Ornicha,
อรนิตย์,f,?X-1 ra-4 nit4,oranit,Oranid,
อรนิภา,f,?Xn1 ni-4 PA-1,onnipha,Ornnipa,Ornnipha
อรปภา,f,?Xn1 pa-2 PA-1,onpapha,Ornpapha,Ornpapa
อรประภา,f,?Xn1 pra-2 PA-1,onprapha,Ornprapha,Ornprapa
อรพร,f,?X-1 ra-1 PXn1,oraphon,Oraporn,Orapon
อรพันธ์,f,?X-1 ra-1 Pan1,oraphan,Orapan,
อรพินทร์,f,?X-1 ra-1 Pin1,oraphin,Orapin,
อรยา,f,?X-1 ra-1 jA-1,oraya,,
อรรคพล,m,?ak2 Ka-1 Pon1,akkaphon,Akkapon,Akkapol
อรรคเดช,m,?ak2 Ka-1 dEt2,akkadet,Akkadej,Akkadech
อรรถ,m,?at2,at,,
อรรถกร,m,?at2 Ta-1 kXn1,attakon,Attakorn,
อรรถพงศ์,m,?at2 Ta-1 PoN1,attaphong,Attapong,
อรรถพงษ์,m,?at2 Ta-1 PoN1,attaphong,Attapong,
อรรถพล,m,?at2 Ta-1 Pon1,attaphon,Attapon,Attapol
อรรถพันธ์,m,?at2 Ta-1 Pan1,attaphan,Attapan,
อรรถยา,f,?at2 Ta-1 jA-1,attaya,,
อรรถวิทย์,m,?at2 Ta-1 wit4,attawit,Attavit,
อรรถสิทธิ์,m,?at2 Ta-1 sit4,attasit,Attasith,
อรรถเศรษฐ์,m,?at2 Ta-1 sEt2,attaset,Attaseth,
อรรนพ,m,?an1 nop4,annop,,
อรรัตน์,f,?Xn1 rat4,onrat,Ornrat,
อรรัมภา,f,?Xn1 ram1 PA-1,onrampha,Ornrampha,Ornrampa
อรฤดี,f,?Xn1 rv-4 dI-1,onruedi,Ornruedee,Ornruedi
อรวดี,f,?Xn1 wa-4 dI-1,onwadi,Ornwadee,Ornwadi
อรวรรณ,f,?Xn1 ra-1 wan1,onwan,Ornwan,Ornvan
อรสุดา,f,?Xn1 su-2 dA-1,onsuda,Ornsuda,
อรอนงค์,f,?Xn1 ?a-1 noN1,onanong,Ornanong,Orn-anong
อรอินทร์,f,?Xn1 ?in1,onin,Ornin,Orn-in
อรัญ,m,?a-1 ran1,aran,,
อรัญญา,f,?a-1 ran1 jA-1,aranya,,
อริยาภรณ์,f,?a-1 ri-4 jA-1 PXn1,ariyaphon,Ariyaporn,Ariyapon
อริษา,f,?a-1 ri-4 sA-5,arisa,,
อรุณกมล,f,?a-1 run1 ka-1 mon1,arunkamon,Arunkamol,
อรุณชัย,m,?a-1 run1 Caj1,arunchai,,
อรุณณี,f,?a-1 run1 nI-1,arunni,Arunnee,
อรุณรัตน์,f,?a-1 run1 rat4,arunrat,,
อรุณรัศมี,f,?a-1 run1 rat4 sa-1 mI-5,arunratsami,Arunratsamee,Arunrasamee
อรุณศรี,f,?a-1 run1 sI-5,arunsi,Arunsri,
อรุณศักดิ์,m,?a-1 run1 sak2,arunsak,,
อลงกรณ์,m,?a-1 loN1 kXn1,alongkon,Alongkorn,
อลิศรา,f,?a-1 lit4 sa-1 rA-1,alisara,,
อวิรุทธิ์,m,?a-1 wi-1 rut4,awirut,Avirut,Awiruth
อสมา,f,?a-1 sa-1 mA-1,asama,,
อสมาภรณ์,f,?a-1 sa-1 ma-1 PXn1,asamaphon,Asamaporn,Asamapon
อัครชัย,m,?ak2 Ka-1 ra-4 Caj1,akkharachai,Akkarachai,
อัครพงศ์,m,?ak2 Ka-1 ra-4 PoN1,akkharaphong,Akkarapong,
อัครพงษ์,m,?ak2 Ka-1 ra-4 PoN1,akkharaphong,Akkarapong,
อัครพนธ์,m,?ak2 Ka-1 ra-4 Pon1,akkharaphon,Akkarapon,Akkarapol
อัครวัฒน์,m,?ak2 Ka-1 ra-4 wat4,akkharawat,Akkarawat,Akkaravat
อัครวินท์,m,?ak2 Ka-1 ra-4 win1,akkharawin,Akkarawin,Akkaravin
อัครวุฒิ,m,?ak2 Ka-1 ra-4 wut4,akkharawut,Akkarawut,Akkaravuth
อัครา,m,?ak2 Ka-1 rA-1,akkara,,
อัครินทร์,m,?ak2 Ka-1 rin1,akkarin,,
อัครเดช,m,?ak2 Ka-1 ra-4 dEt2,akkharadet,Akkaradech,Akkaradet
อัคเดช,m,?ak2 Ka-1 dEt2,akkadet,Akkadech,Akkadej
อังกูร,m,?aN1 kUn1,angkun,Angkoon,
อังคาร,m,?aN1 KAn1,angkhan,Angkan,Angkaan
อังศุมาลิน,f,?aN1 su-1 mA-1 lin1,angsumalin,,
อังสนา,f,?aN1 sa-1 nA-1,angsana,,
อังสุมา,f,?aN1 su-1 mA-1,angsuma,,
อังสุมารินทร์,f,?aN1 su-1 mA-1 rin1,angsumarin,,
อัจจิมา,f,?at2 ci-1 mA-1,atchima,Adjima,Atjima
อัจฉรา,f,?at2 Ca-1 rA-1,atchara,Adchara,
อัจฉราพร,f,?at2 Ca-1 rA-1 PXn1,atcharaphon,Adcharaporn,Atcharaporn
อัจฉราพรรณ,f,?at2 Ca-1 rA-1 Pan1,atcharaphan,Adcharapan,Atcharapan
อัจฉราภรณ์,f,?at2 Ca-1 rA-1 PXn1,atcharaphon,Adcharapon,Atcharapol
อัจฉราวดี,f,?at2 Ca-1 rA-1 wa-1 dI-1,atcharawadi,Adcharawadee,Atcharawadee
อัจฉรี,f,?at2 Ca-1 rI-1,atchari,Adcharee,Atcharee
อัจฉรียา,f,?at2 Ca-1 rI-1 jA-1,atchariya,Adchareeya,Atchareeya
อัจฉรีย์,f,?at2 Ca-1 rI-1,atchari,Adcharee,Atcharee
อัจราวรรณ,f,?at2 rA-1 wan1,atrawan,Adrawan,Atravan
อัชรี,f,?at2 Ca-1 rI-1,atchari,Adcharee,Atcharee
อัฌนา,f,?at2 Ca-1 nA-1,atchana,,
อัญชรี,f,?an1 Ca-1 rI-1,anchari,Ancharee,
อัญชรีย์,f,?an1 Ca-1 rI-1,anchari,Ancharee,
อัญชสา,f,?an1 Ca-1 sA-5,anchasa,,
อัญชิษฐา,f,?an1 Cit4 TA-5,anchittha,Anchitta,Anchitha
อัญธิกา,f,?an1 Ti-4 kA-1,anthika,Antika,
อัฐพงษ์,m,?at2 Ta-1 PoN1,attaphong,Attapong,
อัฐพล,m,?at2 Ta-1 Pon1,attaphon,Attapon,Attapol
อัฐภิญญา,f,?at2 Ta-1 Pin1 jA-1,attaphinya,Attapinya,
อัดนัน,m,?at2 nan1,atnan,Adnan,
อับดุลกอเดร์,m,?ap2 dun1 kX-1 dE-1,apdunkode,Abdulkode,
อับดุลการีม,m,?ap2 dun1 kA-1 rIm1,apdunkarim,Abdulkarim,Abdulkareem
อับดุลรอมัน,m,?ap2 dun1 rX-1 man1,apdunroman,Abdulroman,
อับดุลรอฮิม,m,?ap2 dun1 rX-1 him1,apdunrohim,Abdulrohim,
อับดุลรอแม,m,?ap2 dun1 rX-1 mY-1,apdunromae,Abdulromae,
อับดุลอาซิ,m,?ap2 dun1 ?A-1 si?4,apdunasi,Abdulasee,Abdulasi
อับดุลฮาดี,m,?ap2 dun1 hA-1 dI-1,apdunhadi,Abdulhadee,Abdulhadi
อับดุลเลาะ,m,?ap2 dun1 lx?4,apdunlo,Abdulloh,Abdullo
อับดุลเลาะห์,m,?ap2 dun1 lx?4,apdunlo,Abdulloh,Abdullo
อับดุลเล๊าะ,m,?ap2 dun1 lx?4,apdunlo,Abdulloh,Abdullo
อัฟฟาน,m,?ap4 fAn1,apfan,Affan,
อัมพรรัตน์,f,?am1 PXn1 rat4,amphonrat,Ampornrat,Amponrat
อัมพล,m,?am1 Pon1,amphon,Ampon,Ampol
อัมภิกา,f,?am1 Pi-4 kA-1,amphika,Ampika,
อัมรัน,m,?am1 ma-1 ran1,ammaran,,
อัมรา,f,?am1 ma-1 rA-1,ammara,,
อัมรี,m,?am1 ma-1 rI-1,ammari,Ammaree,
อัมฤทธิ์,m,?am1 ma-1 rit4,ammarit,,
อัยรดา,f,?aj1 ra-1 dA-1,airada,Irada,
อัยรินทร์,f,?aj1 ja-1 rin1,aiyarin,Iyarin,
อัศวิน,m,?at2 sa-1 win1,atsawin,Assawin,Atsavin
อัษฎาวุธ,m,?at2 sa-1 dA-1 wut4,atsadawut,Asdawut,Asdavuth
อัสมะ,f,?at2 sa-1 ma?4,atsama,,
อัสมัน,m,?at2 sa-1 man1,atsaman,,
อัสมาน,m,?at2 sa-1 mAn1,atsaman,,
อัสมี,m,?at2 sa-1 mI-1,atsami,Atsamee,Assamee
อากร,m,?A-1 kXn1,akon,Arkorn,Akorn
อาคม,m,?A-1 Kom1,akhom,Arkom,Akom
อาจหาญ,m,?At1 hAn5,athan,Atharn,Adharn
อาจารี,f,?A-1 cA-1 rI-1,achari,Ajaree,Aacharee
อาซัน,m,?A-1 san1,asan,,
อาซิ,m,?A-1 si?4,asi,,
อาซีซะห์,f,?A-1 sI-1 sa?4,asisa,Asisah,Aseesah
อาซีซ๊ะ,f,?A-1 sI-1 sa?4,asisa,Asisah,Aseesah
อาซียะ,f,?A-1 sI-1 ja?4,asiya,Aseeya,
อาณัติ,m,?A-1 nat4,anat,,
อาดัม,m,?A-1 dam1,adam,,
อาดีละห์,f,?A-1 dI-1 la?4,adila,Aadilah,Aadila
อาทร,m,?A-1 TXn1,athon,Artorn,Arthorn
อาทิติยา,f,?A-1 Ti-4 ti-1 jA-1,athitiya,Atitiya,Athithiya
อาทิยา,f,?A-1 Ti-4 jA-1,athiya,Atiya,
อานนท์,m,?A-1 non1,anon,Anont,
อานัน,m,?A-1 nan1,anan,Anun,
อานีซะห์,f,?A-1 nI-1 sa?4,anisa,Aneesah,Anisah
อานีตา,f,?A-1 nI-1 tA-1,anita,Aneeta,
อานูวา,m,?A-1 nU-1 wA-1,anuwa,Anuva,
อาภร,f,?A-1 PXn1,aphon,Arporn,Arpon
อาภัสรา,f,?A-1 Pat4 sa-1 rA-1,aphatsara,Apassara,Apatsara
อาภาพร,f,?A-1 PA-1 PXn1,aphaphon,Apaporn,Apapon
อาภาภรณ์,f,?A-1 PA-1 PXn1,aphaphon,Apaporn,Apapon
อามานี,f,?A-1 mA-1 nI-1,amani,Amanee,Aamani
อามีนะห์,f,?A-1 mI-1 na?4,amina,Aminah,Ameenah
อารง,m,?A-1 roN1,arong,,
อารยะ,m,?A-1 ra-1 ja?4,araya,Aaraya,
อารยา,f,?A-1 ra-1 jA-1,araya,Arayaa,Aaraya
อารัญ,m,?A-1 ran1,aran,Aaran,
อาริตา,f,?A-1 ri-4 tA-1,arita,Aarita,
อาริยา,f,?A-1 ri-4 jA-1,ariya,Aariya,
อาริษา,f,?A-1 ri-4 sA-5,arisa,Aarisa,
อารีนี,f,?A-1 rI-1 nI-1,arini,Areenee,
อารีพร,f,?A-1 rI-1 PXn1,ariphon,Areeporn,Areepon
อารีย์วรรณ,f,?A-1 rI-1 wan1,ariwan,Areewan,
อารีรักษ์,f,?A-1 rI-1 rak4,arirak,Areerak,
อารีลักษณ์,f,?A-1 rI-1 lak4,arilak,Areelak,
อารีวรรณ,f,?A-1 rI-1 wan1,ariwan,Areewan,
อารุณี,f,?A-1 ru-4 nI-1,aruni,Arunee,Aarunee
อาลิสา,f,?A-1 li-4 sA-5,alisa,Aalisa,
อาลี,m,?A-1 lI-1,ali,Aalee,
อาลียะ,m,?A-1 lI-1 ja?4,aliya,Aleeya,Aaleeya
อาหะมะ,m,?A-1 ha-1 ma?4,ahama,Aahama,
อาหามะ,m,?A-1 hA-5 ma?4,ahama,Aahama,
อาอีเสาะ,f,?A-1 ?I-1 sx?2,aiso,Aaisoh,
อาฮามะ,m,?A-1 hA-1 ma?4,ahama,Aahama,
อาแว,m,?A-1 wY-1,awae,Aawae,
อำนวยพร,f,?am1 nWj1 PXn1,amnuaiphon,Amnuayporn,Amnuaiporn
อำนาจ,m,?am1 nAt3,amnat,Amnaj,
อำพล,m,?am1 Pon1,amphon,Ampon,Ampol
อำพา,f,?am1 PA-1,ampha,Ampaa,Amphaa
อำภา,f,?am1 PA-1,ampha,Ampaa,Amphaa
อำไพ,f,?am1 Paj1,amphai,Ampai,
อำไพพรรณ,f,?am1 Paj1 Pan1,amphaiphan,Ampaipan,
อิทธิ,m,?it2 Ti?4,itthi,Idhi,
อิทธิกร,m,?it2 Ti-4 kXn1,itthikon,Itthikorn,Ittikorn
อิทธิพงศ์,m,?it2 Ti-4 PoN1,itthiphong,Itthipong,Ittipong
อิทธิพร,m,?it2 Ti-4 PXn1,itthiphon,Itthiporn,Ittiporn
อิทธิพล,m,?it2 Ti-4 Pon1,itthiphon,Ittipon,Ittipol
อิทธิฤทธิ์,m,?it2 Ti-4 rit4,itthirit,Ittirit,
อิทธิศักดิ์,m,?it2 Ti-4 sak2,itthisak,Ittisak,
อิทธิเชษฐ์,m,?it2 Ti-4 CEt3,itthichet,Ittichet,
อิทธิเดช,m,?it2 Ti-4 dEt2,itthidet,Ittidej,Ittidech
อินทัช,m,?in1 Tat4,inthat,Intat,Intach
อินทิรา,f,?in1 Ti-4 rA-1,inthira,Intira,
อินสอน,m,?in1 sXn5,inson,Insorn,
อิบรอเฮม,m,?ip2 rX-1 hEm1,iprohem,Ibrohem,
อิบรอเฮ็ม,m,?ip2 rX-1 hem1,iprohem,Ibrohem,
อิสรพงษ์,m,?it2 sa-1 ra-2 PoN1,itsaraphong,Itsarapong,Issarapong
อิสระพงศ์,m,?it2 sa-1 ra-2 PoN1,itsaraphong,Itsarapong,Issarapong
อิสระพงษ์,m,?it2 sa-1 ra-2 PoN1,itsaraphong,Itsarapong,Issarapong
อิสริยา,f,?it2 sa-1 ri-1 jA-1,itsariya,Issariya,
อิสริยาภรณ์,f,?it2 sa-1 ri-1 jA-1 PXn1,itsariyaphon,Itsariyaporn,Itsariyapon
อิสรียา,f,?it2 sa-1 rI-1 jA-1,itsariya,Issariya,
อุกฤษฎ์,m,?u-2 krit2,ukrit,,
อุกฤษฏ์,m,?u-2 krit3,ukrit,,
อุกฤษณ์,m,?u-2 krit4,ukrit,,
อุดมชัย,m,?u-1 dom1 Caj1,udomchai,,
อุดมลักษณ์,f,?u-1 dom1 lak4,udomlak,,
อุดมศรี,f,?u-1 dom1 sI-5,udomsi,Udomsri,
อุดมศักดิ์,m,?u-1 dom1 sak2,udomsak,,
อุดมเดช,m,?u-1 dom1 dEt2,udomdet,Udomdej,Udomdech
อุทัยวรรณ์,f,?u-1 Taj1 wan1,uthaiwan,Utaiwan,Utaivan
อุทิศ,m,?u-1 Tit4,uthit,Utit,Utis
อุทุมพร,f,?u-1 Tum1 PXn1,uthumphon,Utumporn,Uthumporn
อุบลพรรณ,f,?u-1 bon1 Pan1,ubonphan,Ubonpan,
อุบลรัตน์,f,?u-1 bon1 rat4,ubonrat,,
อุบลวรรณ,f,?u-1 bon1 wan1,ubonwan,Ubonvan,
อุมาพร,f,?u-1 mA-1 PXn1,umaphon,Umaporn,Umapon
อุมารินทร์,f,?u-1 mA-1 rin1,umarin,,
อุลัยพร,f,?u-1 laj1 PXn1,ulaiphon,Ulaiporn,Ulaipon
อุษณีย์,f,?u-1 sa-1 nI-1,usani,Usanee,
อุสา,f,?u-1 sA-5,usa,Usah,
อุสาห์,f,?u-2 sA-5,usa,Usah,
อุสุมา,f,?u-2 su-2 mA-1,usuma,,
อุเซ็ง,m,?u-2 seN1,useng,,
อุเทน,m,?u-2 TEn1,uthen,Uten,
อุไร,f,?u-2 raj1,urai,,
อุไรพร,f,?u-2 raj1 PXn1,uraiphon,Uraiporn,Uraipon
อุไรวรรณ,f,?u-2 raj1 wan1,uraiwan,Uraivan,
อุไลวรรณ,f,?u-2 laj1 wan1,ulaiwan,Ulaivan,
อุ่นเรือน,f,?u-2 rWn1,unruean,Oonruean,
อโนมา,f,?a-2 nO-1 mA-1,anoma,,
อ้อมทิพย์,f,?Xm3 Tip4,omthip,Omtip,Ormthip
อ้อมเดือน,f,?Xm3 dWn1,omduean,Ormduean,
อ้อมใจ,f,?Xm3 caj1,omchai,Ormchai,
อ้อยใจ,f,?Xj3 caj1,oichai,Aoijai,Oijai
อ้าย,m,?Xj3,ai,,
ฮัมดี,m,ham1 dI-1,hamdi,Hamdee,Humdee
ฮาซัน,m,hA-1 san1,hasan,,
ฮาบีบ๊ะ,f,hA-1 bI-1 ba?4,habiba,Habeeba,
ฮามะ,m,hA-1 ma?4,hama,,
ฮามีด๊ะ,f,hA-1 mI-1 da?4,hamida,Hameeda,
ฮารง,m,hA-1 roN1,harong,,
ฮุสนา,f,hut4 sa-1 nA-1,hutsana,Hussana,
ฮูดา,f,hU-1 dA-1,huda,Huuda,
เกณิกา,f,kE-1 ni-4 kA-1,kenika,,
เกตน์นิภา,f,kEt2 ni-4 PA-1,ketnipha,Ketnipa,
เกตุมณี,f,kEt2 ma-1 nI-1,ketmani,Ketmanee,
เกตุวดี,f,kEt2 wa-4 dI-1,ketwadi,Ketwadee,
เกตุสุดา,f,kEt2 su-1 dA-1,ketsuda,,
เกตุแก้ว,f,kEt2 kYw3,ketkaeo,Ketkaew,
เกริกพล,m,krZk2 Pon1,kroekphon,Kroekpon,Kroekpol
เกริกฤทธิ์,m,krZk2 rit4,kroekrit,,
เกริกเกียรติ,m,krZk2 kJt2,kroekkiat,,
เกรียง,m,krJN1,kriang,,
เกรียงเดช,m,krJN1 dEt2,kriangdet,Kriangdech,Kriangdej
เกรียงไกร,m,krJN1 kraj1,kriangkrai,,
เกวรี,f,kE-1 wa-4 rI-1,kewari,Kewaree,
เกศกนก,f,kEt2 ka-1 nok2,ketkanok,Keskanok,
เกศนีย์,f,kEt2 sa-1 nI-1,ketsani,Ketsanee,
เกศราพร,f,kEt2 sa-1 rA-1 PXN1,ketsaraphon,Ketsaraporn,Ketsarapon
เกศราภรณ์,f,kEt2 sa-1 rA-1 PXN1,ketsaraphon,Ketsaraporn,Ketsarapon
เกษกนก,f,kEt2 ka-1 nok2,ketkanok,Keskanok,
เกษณีย์,f,kE-2 sa-1 nI-1,kesani,Kesanee,
เกษตร,m,ka-1 sEt2,kaset,Kaseth,
เกษมศักดิ์,m,ka-1 sEm5 sak2,kasemsak,,
เกษราพร,f,kEt2 sa-1 rA-1 PXN1,kesaraphon,Kesaraporn,Kesarapon
เกษราภรณ์,f,kEt2 sa-1 rA-1 PXN1,kesaraphon,Kesaraporn,Kesarapon
เกษศิริ,f,kEt2 si-1 ri?2,ketsiri,,
เกสร,f,kE-1 sXn5,keson,Kesorn,
เกียรติกุล,m,kJt2 ti-1 kun1,kiattikun,Kiattikoon,
เกียรติคุณ,m,kJt2 ti-1 Kun1,kiattikhun,Kiattikun,Kiattikoon
เกียรติชัย,m,kJt2 ti-1 Caj1,kiattichai,,
เกียรติพงศ์,m,kJt2 ti-1 PoN1,kiattiphong,Kiattipong,
เกียรติภูมิ,m,kJt2 ti-1 PUm1,kiattiphum,Kiattipoom,Kiattipum
เกียรติศักดิ์,m,kJt2 ti-1 sak2,kiattisak,,
เกียรติสุดา,f,kJt2 su-1 dA-1,kiatsuda,,
เก่ง,m,keN2,keng,,
เก่งกาจ,m,keN2 kA-2,kengkat,Kengkaj,
เขมจิรา,f,KEm5 ci-1 rA-1,khemchira,Khemjira,Kemjira
เขมชาติ,m,KE-5 ma-4 CAt3,khemmachat,Kemmachat,Kemachat
เขมฌัษ,m,KE-5 ma-4 Cat4,khemmachat,Kemmachat,Kemachat
เขมทัต,m,KE-5 ma-4 TAt4,khemmathat,Kematat,Kemmatat
เขมมิกา,f,KEm5 mi-4 kA-1,khemmamika,Kemika,Kemmika
เคน,m,Ken1,khen,Ken,
เครือฟ้า,f,KrW-1 fA-4,khrueafa,Kruefa,Kruefah
เครือวรรณ,f,KrW-1 wan1,khrueawan,Krueawan,
เครือวัลย์,f,KrW-1 wan1,khrueawan,Krueawan,
เจด็จ,m,ca-1 det2,chadet,Jadej,Jadet
เจตน์,m,cEt2,chet,Jade,Jate
เจตพล,m,cEt2 Pon1,chetphon,Jadepon,Chetpol
เจติยา,f,cE-1 ti-1 jA-1,chetiya,Jetiya,
เจนจิรา,f,cEn1 ci-1 rA-1,chenchira,Jenjira,Jenchira
เจนวิทย์,m,cEn1 wit4,chenwit,Jenwit,Jenvit
เจมจิรา,f,cEm1 ci-1 rA-1,chemchira,Jemjira,Jemchira
เจริญ,m,ca-1 rZn1,charoen,Jaroen,
เจริญขวัญ,f,ca-1 rZn1 Kwan5,charoenkhwan,Charoenkwan,Jaroenkwan
เจริญศรี,f,ca-1 rZn1 sI-5,charoensi,Charoensri,Jaroensri
เจริญศักดิ์,m,ca-1 rZn1 sak2,charoensak,Jaroensak,
เจษฏา,m,cEt2 sa-2 dA-1,chetsada,Jessada,Jesada
เจียมจิต,f,cJm1 cit2,chiamchit,Jiamjit,Jiamchit
เจียมใจ,f,cJm1 caj1,chiamchai,Jiamjai,
เจือจันทร์,f,cW-1 can1,chueachan,Jueajan,Jueachan
เฉลิมขวัญ,f,Ca-1 lZm5 Kwan5,chaloemkhwan,Chaloemkwan,
เฉลิมชนม์,m,Ca-1 lZm5 Con1,chaloemchon,,
เฉลิมชาติ,m,Ca-1 lZm5 CAt3,chaloemchat,,
เฉลิมพงษ์,m,Ca-1 lZm5 PoN1,chaloemphong,Chaloempong,
เฉลิมพล,m,Ca-1 lZm5 Pon1,chaloemphon,Chaloempon,Chaloempol
เฉลิมพันธ์,m,Ca-1 lZm5 Pan1,chaloemphan,Chaloempan,
เฉลิมรัฐ,m,Ca-1 lZm5 rat4,chaloemrat,Chaloemrath,
เฉลิมฤทธิ์,m,Ca-1 lZm5 rit4,chaloemrit,,
เฉลิมวรรณ,f,Ca-1 lZm5 wan1,chaloemwan,,
เฉลิมวุฒิ,m,Ca-1 lZm5 wut4,chaloemwut,Chaloemwuth,
เฉลิมศรี,f,Ca-1 lZm5 sI-5,chaloemsi,Chaloemsri,
เฉลิมศักดิ์,m,Ca-1 lZm5 sak2,chaloemsak,,
เชวง,m,CA-1 wEN1,chaweng,,
เชวงศักดิ์,m,CA-1 wEN1 sak2,chawengsak,,
เชษฐา,m,CEt3 TA-5,chettha,Chestha,
เชาวนี,f,Caw1 wa-4 nI-1,chaowani,Chaowanee,
เชาวฤทธิ์,m,Caw1 wa-1 rit4,chaowarit,Chaovarit,
เชาวลิต,m,Caw1 wa-1 lit4,chaowalit,Chaovalit,
เชิงชาย,m,CZN1 CAj1,choengchai,,
เชิด,m,CZt3,choet,,
เชิดชัย,m,CZt3 Caj1,choetchai,,
เชิดชาย,m,CZt3 CAj1,choetchai,,
เชิดศักดิ์,m,CZt3 sak2,choetsak,,
เซ็ง,m,seN4,seng,,
เฌอปราง,f,CZ-1 prAN1,choeprang,,
เดช,m,dEt2,det,Dej,Dech
เดชณรงค์,m,dEt2 na-1 roN1,detnarong,Dejnarong,Dechnarong
เดชฤทธิ์,m,dEt2 rit4,detrit,Dejrit,Dechrit
เดชา,m,dE-1 CA-1,decha,,
เดือนนภา,f,dWn1 na-4 PA-1,dueannapha,Dueannapa,
เดือนแรม,f,dWn1 rYm1,dueanraem,Dueanram,
เด่นชัย,m,dEn2 Caj1,denchai,,
เด่นพงษ์,m,dEn2 PoN1,denphong,Denpong,
เด่นวิทย์,m,dEn2 wit4,denwit,Denvit,
เด่นศักดิ์,m,dEn2 sak2,densak,,
เตชิต,m,tE-1 Cit4,techit,,
เตชินท์,m,tE-1 Cin1,techin,,
เติมศักดิ์,m,tZm1 sak2,toemsak,,
เตือนจิต,f,tWn1 cit2,tueanchit,Tueanjit,
เตือนตา,f,tWn1 tA-1,tueanta,,
เถลิงศักดิ์,m,Ta-1 lZN5 sak2,thaloengsak,Taloengsak,
เทพ,m,TEp3,thep,Tep,
เทพกร,m,TEp3 Pa-1 kXn1,theppakon,Teppakorn,Theppakorn
เทพชัย,m,TEp3 Pa-1 Caj1,theppachai,Thepachai,
เทพประสิทธิ์,m,TEp3 pra-2 sit2,thepprasit,Theprasit,
เทพพร,m,TEp3 PXn1,thepphon,Thepporn,Tepporn
เทพพิทักษ์,m,TEp3 Pi-4 Tak4,thepphithak,Theppitak,Theppithak
เทพฤทธิ์,m,TEp3 rit3,theprit,Teprit,
เทพิน,f,TE-1 Pin1,thephin,Thepin,Tepin
เทวัญ,m,TE-1 wan1,thewan,Tewan,Thevan
เทวิน,m,TE-1 win1,thewin,Tewin,Thevin
เทอดศักดิ์,m,TZt3 sak2,thoetsak,Toetsak,
เทอดเกียรติ,m,TZt3 kJt2,thoetkiat,Toetkiat,
เทียนชัย,m,TJn1 Caj1,thianchai,Tianchai,
เทียมจันทร์,f,TJm1 can1,thiamchan,Tiamjan,Tiamchan
เนตรดาว,f,nEt3 dAw1,netdao,Nethdao,
เนติ,m,nE-1 ti?2,neti,Nethi,
เนติพงษ์,m,nE-1 ti-2 PoN1,netiphong,Netipong,Nethipong
เนติมา,f,ne-1 ti-2 mA-1,netima,Nethima,
เนรมิต,m,nE-1 ra-1 mit4,neramit,,
เนาวรัตน์,f,naw1 wa-1 rat4,naowarat,Naovarat,
เบญจพรรณ,f,ben1 ca-1 Pan1,benchaphan,Benjapan,Benjaphan
เบญจพล,m,ben1 ca-1 Pon1,benchaphon,Benjaphon,Benjapol
เบญจภรณ์,f,ben1 ca-1 PXn1,benchaphon,Benjaporn,Benjapon
เบญจภา,f,ben1 ca-1 PA-1,benchapha,Benjapa,Benjapha
เบญจมา,f,ben1 ca-1 mA-1,benchama,Benjama,
เบญจมาศ,f,ben1 ca-1 mAt3,benchamat,Benjamat,Benjamas
เบญจมาส,f,ben1 ca-1 mAt3,benchamat,Benjamat,Benjamas
เบญจา,f,ben1 cA-1,bencha,Benja,
