name,gender,ipa,romanize1,romanize2,romanize3
มนธิรา,f,mon1 Ti-4 rA-1,monthira,Montira,
มนพร,f,ma-1 na-4 PXn1,manaphon,Manaphorn,Manaporn
มนฤดี,f,mon1 rv-4 dI-1,monruedi,Monruedee,
มนฤทัย,f,mon1 rv-4 Taj1,monruethai,Monruetai,
มนัญญา,f,ma-4 nan1 jA-1,mananya,,
มนันยา,f,ma-4 nan1 jA-1,mananya,,
มนัส,m,ma-1 nat4,manat,,
มนัสชัย,m,ma-1 nat4 Caj1,manatchai,Manaschai,
มนัสดา,f,ma-1 nat4 sa-1 dA-1,manatsada,Manassada,
มนัสพงษ์,m,ma-1 nat4 PoN1,manatphong,Manatpong,Manaspong
มนัสพงษ์,m,ma-1 nat4 sa-1 PoN1,manatsaphong,Manatsapong,Manassapong
มนู,m,ma-1 nU-1,manu,Manoo,
มนูศักดิ์,m,ma-1 nU-1 sak2,manusak,Manoosak,
มยุรฉัตร,f,ma-4 ju-4 ra-4 Cat2,mayurachat,,
มรุต,m,ma-4 rut4,marut,Maroot,
มลตรี,m,mon1 trI-1,montri,Montree,
มลทิรา,f,mon1 Ti-4 rA-1,monthira,Montira,
มลฤดี,f,mon1 rv-4 dI-1,monruedi,Monruedee,
มลิ,f,ma-1 li?4,mali,,
มลิวรรณ,f,ma-1 li-4 wan1,maliwan,Malivan,
มลิวัลย์,f,ma-1 li-4 wan1,maliwan,Malivan,
มะ,m,ma?4,ma,,
มะดารี,m,ma-4 dA-1 rI-1,madari,Madaree,
มะดาโอะ,m,ma-4 dA-1 ?o?2,madao,,
มะนาวี,m,ma-4 nA-1 wI-1,manawi,Manawee,
มะปราง,f,ma-4 praN1,maprang,,
มะยากี,m,ma-4 jA-1 kI-1,mayaki,Mayakee,
มะยุรี,f,ma-4 ju-4 rI-1,mayuri,Mayuree,
มะรอซี,m,ma-4 rX-1 sI-1,marosi,Marosee,
มะรอบี,m,ma-4 rX-1 bI-1,marobi,Marobee,
มะรอเซะ,m,ma-4 rX-1 se?4,marose,Marosae,
มะลัย,f,ma-4 laj1,malai,,
มะลิ,f,ma-1 li?4,mali,,
มะลิวรรณ,f,ma-1 li-4 wan1,maliwan,Malivan,
มะสุกรี,m,ma-4 su-2 krI-1,masukri,Masukree,
มะแอ,m,ma-4 ?Y-1,maae,,
มัณฑณา,f,man1 Ta-1 nA-1,manthana,Mantana,
มัณฑิตา,f,man1 Ti-4 tA-1,manthita,Mantita,
มัณทนา,f,man1 Ta-1 nA-1,manthana,Mantana,
มัตติกา,f,mat4 ti-2 kA-1,mattika,,
มัทรี,f,mat4 sI-1,matsi,Matsri,
มันทนา,f,man1 Ta-1 nA-1,manthana,Mantana,
มาณวิกา,f,mAn1 wi-4 kA-1,manwika,Marnwika,Marnvika
มาณี,f,mA-1 nI-1,mani,Manee,
มานนท์,m,mA-1 non1,manon,,
มานพ,m,mA-1 nop4,manop,,
มานะ,m,mA-1 na?4,mana,,
มานะชัย,m,mA-1 na-4 Caj1,manachai,,
มานะศักดิ์,m,mA-1 na-4 sak2,manasak,Manasuk,
มานิต,m,mA-1 nit4,manit,,
มานี,f,mA-1 nI-1,mani,Manee,
มารินทร์,f,mA-1 rin1,marin,,
มาริสา,f,mA-1 ri-4 sA-5,marisa,,
มารีนี,f,mA-1 ri-4 nI-1,marini,Marinee,
มารียะ,f,mA-1 rI-1 ja?4,mariya,Mareeya,
มารียะห์,f,mA-1 rI-1 ja?4,mariya,Mareeya,
มารียา,f,mA-1 rI-1 jA-1,mariya,Mareeya,
มารีเยาะ,f,mA-1 rI-1 jx?4,mariyo,Mareeyo,
มารีแย,f,mA-1 rI-1 jY-1,mariyae,Mareeyae,
มาลัยพร,f,mA-1 laj1 PXn1,malaiphon,Malaiporn,
มาลิณี,f,mA-1 li-4 nI-1,malini,Malinee,
มาลินี,f,mA-1 li-4 nI-1,malini,Malinee,
มาลิษา,f,mA-1 li-4 sA-5,malisa,,
มาลี,f,mA-1 lI-1,mali,Malee,
มาลีรัตน์,f,mA-1 lI-1 rat4,malirat,Maleerat,
มาวิน,m,mA-1 win1,mawin,Mavin,
มาหะมะ,m,mA-1 ha-2 ma?4,mahama,,
มาโนช,m,mA-1 nOt4,manot,Manote,
มาโนชย์,m,mA-1 nOt4,manot,Manote,
มิตรชัย,m,mit4 Caj1,mitchai,,
มินตรา,f,min1 trA-1,mintra,,
มีศักดิ์,m,mI-1 sak2,misak,Meesak,
มือลี,m,mV-1 lI-1,mueli,Muelee,
มุกดา,f,muk4 dA-1,mukda,Mookda,
มุจรินทร์,f,mut4 ca-1 rin1,mutcharin,Mootcharin,
มุฑิตา,f,mu-4 Ti-4 tA-1,muthita,Mutita,
มุทิตา,f,mu-4 Ti-4 tA-1,muthita,Mutita,
มุสลิม,m,mut4 sa-1 lim1,mutsalim,Muslim,
มูรณี,f,mU-1 ra-4 nI-1,murani,Muranee,
มูฮัมมัด,m,mU-1 ham1 mat2,muhammat,Muhammad,Muhummud
มูฮัมหมัด,m,mU-1 ham1 mat2,muhammat,Muhammad,Muhummud
มูฮำมัด,m,mU-1 ham1 mat2,muhammat,Muhammad,Muhummud
ยงยุทธ์,m,joN1 jut4,yongyut,Yongyoot,
ยมลพร,f,ja-4 mon1 PXn1,yamonphon,Yamonphorn,Yamonporn
ยรรยง,m,jan1 joN1,yanyong,,
ยรรยงค์,m,jan1 joN1,yanyong,,
ยลดา,f,jon1 la-1 dA-1,yonlada,,
ยศพนธ์,m,jot4 sa-1 Pon1,yotsaphon,Yotsapon,Yodsapon
ยศภัทร,m,jot4 sa-1 Pat4,yotsaphat,Yotsapat,Yodsapat
ยศวริศ,m,jot4 wa-4 rit4,yotwarit,Yodwarit,
ยอด,m,jXt3,yot,Yod,Yord
ยอดชาย,m,jXt3 CAj1,yotchai,Yodchai,Yordchai
ยอดธง,m,jXt3 ToN1,yotthong,Yodthong,Yordtong
ยอดยิ่ง,m,jXt3 jiN3,yotying,Yodying,Yordying
ยอดรัก,m,jXt3 rak4,yotrak,Yodrak,Yodruk
ยอดเพชร,m,jXt3 Pet4,yotphet,Yodphet,Yordphet
ยะยา,m,ja-4 jA-1,yaya,,
ยะห์ยา,m,ja-4 jA-1,yaya,,
ยาการียา,m,jA-1 kA-1 rI-1 jA-1,yakariya,Yakareeya,
ยามีละห์,f,jA-1 mI-1 la?4,yamila,Yameela,
ยาวาเฮ,f,jA-1 wA-1 hE-1,yawahe,Yawahae,
ยินดี,f,jin1 dI-1,yindi,Yindee,
ยิ่งศักดิ์,m,jiN3 sak2,yingsak,Yingsuk,
ยุทธ,m,jut4,yut,Yuth,
ยุทธกร,m,jut4 Ta-1 kXn1,yutthakon,Yuttakorn,
ยุทธการ,m,jut4 Ta-1 kAn1,yutthakan,Yuttakan,Yuttakarn
ยุทธจักร,m,jut4 Ta-1 cak2,yutthachak,Yuttachak,Yuttajak
ยุทธพงศ์,m,jut4 Ta-1 PoN1,yutthaphong,Yuttaphong,Yuttapong
ยุทธพงษ์,m,jut4 Ta-1 PoN1,yutthaphong,Yuttaphong,Yuttapong
ยุทธพล,m,jut4 Ta-1 Pon1,yutthaphon,Yuttapon,Yuttapol
ยุทธพิชัย,m,jut4 Ta-1 Pi-4 Caj1,yutthaphichai,Yuttaphichai,Yuttapichai
ยุทธศักดิ์,m,jut4 Ta-1 sak2,yutthasak,Yuttasak,
ยุทธศาสตร์,m,jut4 Ta-1 sAt2,yutthasat,Yuttasak,
ยุทธศิลป์,m,jut4 Ta-1 sin5,yutthasin,Yuttasin,Yuttasilp
ยุพยง,f,jup4 Pa-1 joN1,yupphayong,Yuppayong,
ยุพาพรรณ,f,ju-4 PA-1 Pan1,yuphaphan,Yupapan,
ยุพาภรณ์,f,ju-4 PA-1 PXn1,yuphaphon,Yupapon,Yupaporn
ยุพเยาว์,f,jup4 Pa-1 jaw1,yupphayao,Yuppayao,
ยุภา,f,ju-4 PA-1,yupha,Yupa,
ยุภาวรรณ,f,ju-4 PA-1 wan1,yuphawan,Yupawan,
ยุรนันท์,m,ju-4 ra-4 nan1,yuranan,Yuranun,
ยุรี,f,ju-4 rI-1,yuri,Yuree,
ยุวดี,f,ju-4 wa-4 dI-1,yuwadi,Yuwadee,
ยุวธิดา,f,ju-4 wa-4 Ti-4 dA-1,yuwathida,Yuwatida,
ยุวภา,f,ju-4 wa-4 PA-1,yuwapha,Yuwapa,
ยุวรินทร์,f,ju-4 wa-4 rin1,yuwarin,,
ยุวรี,f,ju-4 wa-4 rI-1,yuwari,Yuwaree,
ยุวันดา,f,ju-4 wan1 dA-1,yuwanda,,
ยูโซะ,m,jU-1 so?4,yuso,,
ยูโซ๊ะ,m,jU-1 so?4,yuso,,
รจนา,f,rot4 ca-1 nA-1,rotchana,Rotjana,Rodjana
รชต,m,ra-4 Ca-1 ta?2,rachata,,
รชตะ,m,ra-4 Ca-1 ta?2,rachata,,
รชนีกร,f,ra-4 Ca-1 nI-1 kXn1,rachanikon,Rachanikorn,Rachaneekorn
รชยา,f,ra-4 Ca-1 jA-1,rachaya,,
รณกฤต,m,ron1 na-1 krit2,ronnakrit,,
รณชัย,m,ron1 na-1 Caj1,ronnachai,,
รณชิต,m,ron1 na-1 Cit4,ronnachit,,
รณภพ,m,ron1 na-1 Pop4,ronnaphop,Ronnapop,
รณภูมิ,m,ron1 na-1 PUm1,ronnaphum,Ronnapum,Ronnapoom
รณยุทธ,m,ron1 na-1 jut4,ronnayut,,
รดาณัฐ,f,ra-4 dA-1 nat4,radanat,Radanut,
รติมา,f,ra-4 ti-2 mA-1,ratima,,
รติรัตน์,f,ra-4 ti-2 rat4,ratirat,,
รพีพงศ์,m,ra-4 PI-1 PoN1,raphiphong,Rapipong,Rapeepong
รพีพรรณ,f,ra-4 PI-1 Pan1,raphiphan,Rapipan,Rapeepan
รมณ,f,ra-4 mon1,ramon,,
รมิดา,f,ra-4 mi-4 dA-1,ramida,,
รมิตา,f,ra-4 mi-4 tA-1,ramita,,
รวงทอง,f,rWN1 TXN1,ruangthong,Ruangtong,
รวมพร,f,rWm1 PXn1,ruamphon,Ruampon,Ruamporn
รวิกานต์,f,ra-4 wi-4 kAn1,rawika,Ravika,
รวิภา,f,ra-4 wi-4 PA-1,rawipha,Rawipa,Ravipa
รสรินทร์,f,rot4 sa-1 rin1,rotsarin,Rodsarin,
รสลิน,f,rot4 sa-1 lin1,rotsalin,Rodsalin,
รอกีเย๊าะ,f,rX-1 kI-1 jx?4,rokiyo,,
รอซีดะห์,f,rX-1 sI-1 da?2,rosida,Roseeda,
รอมลี,m,rxm1 lI-1,romli,Romlee,
รอยาลี,m,rX-1 jA-1 lI-1,royali,Royalee,
รอฮีหม๊ะ,f,rX-1 hI-1 ma?4,rohima,Roheema,
ระพีพร,f,ra-4 PI-1 PXn1,raphiphon,Rapiporn,Rapeeporn
ระพีพรรณ,f,ra-4 PI-1 Pan1,raphiphan,Rapiphan,Rapeephan
ระวีวรรณ,f,ra-4 wI-1 wan1,rawiwan,Raweewan,
รักชาติ,m,rak4 CAt3,rakchat,Rakchart,
รักพงษ์,m,rak4 PoN1,rakphong,Rakpong,
รักเกียรติ,m,rak4 kJt2,rakkiat,,
รังสรร,m,raN1 san5,rangsan,Rangsun,
รังสันต์,m,raN1 san5,rangsan,Rangsun,
รังสิมันต์,m,raN1 si-2 man1,rangsiman,,
รังสิยา,f,raN1 si-2 jA-1,rangsiya,,
รัชชนก,f,rat4 Ca-1 nok4,ratchanok,,
รัชชานนท์,m,rat4 CA-1 non1,ratchanon,,
รัชญา,f,rat4 Ca-1 jA-1,ratchaya,,
รัชฎาภรณ์,f,rat4 Ca-1 dA-1 PXn1,ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชฏาภรณ์,f,rat4 Ca-1 dA-1 PXn1,ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชณี,f,rat4 Ca-1 nI-1,ratchani,Ratchanee,
รัชดาพร,f,rat4 Ca-1 dA-1 PXn1,ratchadaphon,Ratchadaphorn,Ratchadaporn
รัชดาวรรณ,f,rat4 Ca-1 dA-1 wan1,ratchadawan,,
รัชตะ,m,rat4 Ca-1 ta?2,ratchata,,
รัชนก,f,rat4 Ca-1 nok4,ratchanok,,
รัชนิดา,f,rat4 Ca-1 ni-4 dA-1,ratchanida,,
รัชนี,f,rat4 Ca-1 nI-1,ratchani,Ratchanee,
รัชนีพร,f,rat4 Ca-1 nI-1 PXn1,ratchaniphon,Ratchaniporn,Ratchaneeporn
รัชนีภรณ์,f,rat4 Ca-1 nI-1 PXn1,ratchaniphon,Ratchaniporn,Ratchaneeporn
รัชนีวรรณ,f,rat4 Ca-1 nI-1 wan1,ratchaniwan,Ratchaneewan,
รัชพงศ์,m,rat4 Ca-1 PoN1,ratchaphong,Ratchapong,
รัชพร,f,rat4 Ca-1 PXn1,ratchaphon,Ratchaphorn,Ratchaporn
รัชพล,m,rat4 Ca-1 Pon1,ratchaphon,Ratchapon,
รัชภร,f,rat4 Ca-1 PXn1,ratchaphon,Ratchaphorn,Ratchaporn
รัชภูมิ,m,rat4 Ca-1 PUm1,ratchaphum,Ratchapum,Ratchapoom
รัชยา,f,rat4 Ca-1 jA-1,ratchaya,,
รัชรินทร์,f,rat4 Ca-1 rin1,ratcharin,,
รัชวรรณ,f,rat4 Ca-1 wan1,ratchawan,,
รัญจวน,f,ran1 cWn1,ranchuan,Ranjuan,
รัฐกร,m,rat4 Ta-1 kXn1,ratthakon,Ratthakorn,Rattakorn
รัฐกรณ์,m,rat4 Ta-1 kXn1,ratthakon,Ratthakorn,Rattakorn
รัฐธรรมนูญ,m,rat4 Ta-1 Tam1 ma-1 nUn1,ratthathammanun,Ratthathammanoon,Rattatammanun
รัฐพงศ์,m,rat4 Ta-1 PoN1,ratthaphong,Rattaphong,Rattapong
รัฐวิทย์,m,rat4 Ta-1 wit4,ratthawit,Rattawit,Rattavit
รัฐวุฒิ,m,rat4 Ta-1 wut4,ratthawut,Rattawut,Rattavut
รัฐศักดิ์,m,rat4 Ta-1 sak2,ratthasak,Rattasak,Rattasuk
รัฐศาสตร์,m,rat4 Ta-1 sAt2,ratthasat,Rattasat,Rattasart
รัดเกล้า,f,rat4 klAw3,ratklao,,
รัตดา,f,rat4 dA-1,ratda,,
รัตติกา,f,rat4 ti-2 kA-1,rattika,Radtika,
รัตติกานต์,f,rat4 ti-2 kAn1,rattikan,Rattikarn,Radtikan
รัตติกาล,f,rat4 ti-2 kAn1,rattikan,Rattikarn,Radtikan
รัตตินันท์,f,rat4 ti-2 nan1,rattinan,Rattinun,
รัตติยากร,f,rat4 ti-2 jA-1 kXn1,rattiyakon,Rattiyakorn,
รัตนชัย,m,rat4 ta-1 na-4 Caj1,rattanachai,,
รัตนพล,m,rat4 ta-1 na-4 Pon1,rattanaphon,Rattanapon,
รัตนภรณ์,f,rat4 ta-1 na-4 PXn1,rattanaphon,Rattanapon,Rattanaporn
รัตนศักดิ์,m,rat4 ta-1 na-4 sak2,rattanasak,Rattanasuk,
รัตนาพร,f,rat4 ta-1 nA-1 PXn1,rattanaphon,Rattanapon,Rattanaporn
รัตนาภรณ์,f,rat4 ta-1 nA-1 PXn1,rattanaphon,Rattanapon,Rattanaporn
รัตนาวรรณ,f,rat4 ta-1 nA-1 wan1,rattanawan,,
รัตนโชติ,m,rat4 ta-1 na-4 COt3,rattanachot,,
รัตน์สุดา,f,rat4 su-2 dA-1,ratsuda,,
รัตยา,f,rat4 ta-1 jA-1,rattaya,,
รัติยา,f,rat4 ti-2 jA-1,rattiya,,
รัสรินทร์,f,rat4 sa-1 rin1,ratsarin,,
ราชัญ,m,rA-1 Can1,rachan,,
ราชัน,m,rA-1 Can1,rachan,,
ราชาวดี,f,rA-1 CA-1 wa-1 dI-1,rachawadi,Rachawadee,
ราชิต,m,rA-1 Cit4,rachit,,
ราณี,f,rA-1 nI-1,rani,Ranee,
ราตรี,f,rA-1 trI-1,ratree,,
รานี,f,rA-1 nI-1,rani,Ranee,
ราวิน,m,rA-1 win1,rawin,,
ราวี,m,rA-1 wI-1,rawi,Rawee,
ราเชน,m,rA-1 CEn1,rachen,Rachain,
ราเชนทร์,m,rA-1 CEn1,rachen,Rachain,
ราเมศร์,m,rA-1 mEt3,ramet,Ramate,
รำพรรณ,f,ram1 Pan1,ramphan,Rampan,
รำพึง,f,ram1 PvN1,ramphueng,,
รำไพ,f,ram1 Paj1,ramphai,Rampai,
รำไพพรรณ,f,ram1 Paj1 Pan1,ramphaiphan,Rampaipan,
รำไพร,f,ram1 Praj1,ramprai,,
รินทร์ลภัส,f,rin1 la-1 Pat4,rinlaphat,Rinlapat,
รินรดา,f,rin1 ra-4 dA-1,rinrada,,
ริสา,f,ri-4 sA-5,risa,,
รุจ,m,rut4,rut,,
รุจน์,m,rut4,rut,,
รุจาภา,f,ru-4 cA-1 PA-1,ruchapha,Ruchapa,
รุจิกาญจน์,f,ru-4 ci-2 kAn1,ruchikan,Ruchikarn,Rujikan
รุจิภา,f,ru-4 ci-2 PA-1,ruchipha,Ruchipa,Rujipha
รุจิภาส,m,ru-4 ci-2 PAt3,ruchiphat,Ruchipat,Rujipat
รุจิเรข,f,ru-4 ci-2 rEk3,ruchirek,Ruchirake,Rujirek
รุจีรัตน์,f,ru-4 cI-1 rat4,ruchirat,Rujirat,
รุสดี,m,rut4 sa-1 dI-1,rutsadi,Rutsadee,
รุสนา,f,rut4 sa-1 nA-1,rutsana,,
รุสนี,f,rut4 sa-1 nI-1,rutsani,Rutsanee,
รุสลัน,m,rut4 sa-1 lan1,rutsalan,,
รุสลี,m,rut4 sa-1 lI-1,rutsali,Rutsalee,
รุ่งกานต์,f,ruN3 kAn1,rungkan,Rungkarn,
รุ่งชัย,m,ruN3 Caj1,rungchai,,
รุ่งณภา,f,ruN3 na-4 PA-1,rungnapha,Rungnapa,
รุ่งธรรม,m,ruN3 Tam1,rungtham,Rungthum,Rungtam
รุ่งฟ้า,f,ruN3 fA-4,rungfa,Rungfah,
รุ่งรวี,f,ruN3 ra-4 wI-1,rungrawi,Rungrawee,
รุ่งระวี,f,ruN3 ra-4 wI-1,rungrawi,Rungrawee,
รุ่งรัศมี,f,ruN3 rat4 sa-1 mI-5,rungratsami,Rungratsamee,
รุ่งฤทัย,f,ruN3 rv-4 Taj1,rungruethai,Rungruetai,
รุ่งศิริ,f,ruN3 si-2 ri?4,rungsiri,,
รุ่งโรจน์,m,ruN3 rOt3,rungrot,Rungrote,
รุ้งทอง,f,ruN4 ToN1,rungthong,Rungtong,
รุ้งนภา,f,ruN4 na-4 PA-1,rungnapha,Rungnapa,
ฤกษ์ชัย,m,rZk3 Caj1,roekchai,,
ฤดี,f,rv-4 dI-1,ruedi,Ruedee,
ฤดีรัตน์,f,rv-4 dI-1 rat4,ruedirat,Ruedeerat,
ฤทธิพร,m,rit4 Ti-4 PXn1,ritthiphon,Rittiporn,
ฤทธิศักดิ์,m,rit4 Ti-4 sak2,ritthisak,Rittisak,
ฤทธิเกียรติ,m,rit4 Ti-4 kJt2,ritthikiat,Rittikiat,
ฤทธิเดช,m,rit4 Ti-4 dEt2,ritthidet,Rittidet,Rittidech
ฤทธิไกร,m,rit4 Ti-4 kraj1,ritthikrai,Rittikrai,
ฤทัยรัตน์,f,rv-4 Taj1 rat4,ruethairat,Ruetairat,
ลฎาภา,f,la-4 dA-1 PA-1,ladapha,Ladapa,
ลดาพร,f,la-4 dA-1 PXn1,ladaphon,Ladaphorn,Ladaporn
ลดาวรรณ,f,la-4 dA-1 wan1,ladawan,,
ลภัสกร,f,la-4 Pat4 sa-1 kXn1,laphatsakon,Lapatsakorn,
ลภัสนันท์,f,la-4 Pat4 sa-1 nan1,laphatsanan,Lapatsanan,Lapatsanun
ลลดา,f,la-1 la-4 dA-1,lalada,,
ละมัย,f,la-1 maj1,lamai,,
ละม้าย,f,la-1 mAj4,lamai,,
ละออ,f,la-1 ?X-1,lao,Laor,
ละออง,f,la-1 ?XN1,laong,,
ละอองทิพย์,f,la-1 ?XN1 Tip4,laongthip,Laongtip,
ละไม,f,la-1 maj1,lamai,,
ลักขณา,f,lak4 Ka-1 nA-1,lakkhana,Lakkana,
ลักคณา,f,lak4 Ka-1 nA-1,lakkhana,Lakkana,
ลักษณพร,f,lak4 sa-2 na-4 PXn1,laksanaphon,Laksanaphorn,Laksanaporn
ลักษณา,f,lak4 sa-1 nA-1,laksana,Luksana,
ลักษณ์นารา,f,lak4 nA-1 rA-1,laknara,,
ลัดดาภรณ์,f,lat4 dA-1 PXn1,latdaphon,Latdaphorn,Latdaporn
ลาวัลย์,f,lA-1 wan1,lawan,,
ลำพวน,f,lam1 PWn1,lamphuan,Lampuan,
ลำพึง,f,lam1 PvN1,lamphueng,Lampueng,
ลำพู,f,lam1 PU-1,lamphu,Lampu,
ลำภู,f,lam1 PU-1,lamphu,Lampu,
ลำยงค์,f,lam1 joN1,lamyong,,
ลำยวน,f,lam1 jWn1,lamyuan,,
ลำยอง,f,lam1 joN1,lamyong,,
ลำเจียก,f,lam1 cJk2,lamchiak,Lamjiak,
ลำใย,f,lam1 jaj1,lamyai,lumyai,
ลำไย,f,lam1 jaj1,lamyai,lumyai,
ลิตา,f,li-4 tA-1,lita,litar,
ลือชา,m,lV-1 CA-1,luecha,,
ลุกมัน,m,luk4 man1,lukman,lookman,
ลุกมาน,m,luk4 mAn1,lukman,lookman,
ลูกจันทร์,f,lUk3 can1,lukchan,lookchan,lukjan
วงค์เดือน,f,woN1 dWn1,wongduean,vongduean,
วงจันทร์,f,woN1 can1,wongchan,wongjan,
วงศ์วริศ,m,woN1 wa-1 rit4,wongwarit,vongvarit,
วงศ์เดือน,f,woN1 dWn1,wongduean,vongduean,
วงษ์เดือน,f,woN1 dWn1,wongduean,vongduean,
วงเดือน,f,woN1 dWn1,wongduean,vongduean,
วชิร,m,wa-4 Ci-4 ra?4,wachira,vachira,
วชิรพงศ์,m,wa-4 Ci-4 ra-4 PoN1,wachiraphong,vachiraphong,wachirapong
วชิรพงษ์,m,wa-4 Ci-4 ra-4 PoN1,wachiraphong,vachiraphong,wachirapong
วชิรพล,m,wa-4 Ci-4 ra-4 Pon1,wachiraphon,vachiraphon,vachiraphol
วชิรพันธ์,m,wa-4 Ci-4 ra-4 Pan1,wachiraphan,vachiraphan,wachirapan
วชิรศักดิ์,m,wa-4 Ci-4 ra-4 sak2,wachirasak,vachirasak,
วชิราพร,f,wa-4 Ci-1 rA-1 PXn1,wachiraphon,wachiraphorn,wachiraporn
วชิราวุธ,m,wa-4 Ci-1 rA-1 wut4,wachirawut,wachiravut,vachiravut
วณิชญา,f,wa-4 nit4 Ca-1 jA-1,wanitchaya,wanichchaya,vanitchaya
วณิชา,f,wa-4 ni-4 CA-1,wanicha,vanicha,
วณิดา,f,wa-4 ni-4 dA-1,wanida,vanida,
วณี,f,wa-4 nI-1,wani,wanee,
วดี,f,wa-4 dI-1,wadi,wadee,
วทัญญู,m,wa-4 Tan1 jU-1,wathanyu,watanyu,vathanyou
วนัชพร,f,wa-1 nat4 Ca-1 PXn1,wanatchaphon,wanatchaphorn,wanatchaporn
วนัส,m,wa-4 nat4,wanat,wanus,
วนาพร,f,wa-4 nA-1 PXn1,wanaphon,wanaphorn,wanaporn
วนาลี,f,wa-4 nA-1 lI-1,wanali,wanalee,vanalee
วนิดา,f,wa-4 ni-4 dA-1,wanida,vanida,
วรกฤต,m,wX-1 ra-1 krit2,worakrit,worrakit,worrakrit
วรกัญญา,f,wa-4 ra-4 kan1 jA-1,warakanya,,
วรกัญญา,f,wX-1 ra-4 kan1 jA-1,worakanya,worrakanya,
วรณัน,f,wX-1 ra-1 nan1,woranan,worranan,vorranun
วรดร,m,wX-1 ra-1 dXn1,woradon,worradorn,vorradorn
วรท,m,wa-4 rot4,warot,varot,
วรนิษฐา,f,wX-1 ra-1 nit4 TA-5,woranittha,worranittha,voranittha
วรนุช,f,wX-1 ra-1 nut4,woranut,worranuch,voranuch
วรปรัชญ์,m,wX-1 ra-1 prat2,woraprat,worraprat,voraprat
วรพจน์,m,wX-1 ra-1 Pot4,woraphot,worapote,vorapote
วรพล,m,wX-1 ra-1 Pon1,woraphon,worapon,woraphol
วรภพ,m,wX-1 ra-1 Pop4,woraphop,woraphob,voraphob
วรยศ,m,wX-1 ra-1 jot4,worayot,worrayot,vorayot
วรรญา,f,wan1 jA-1,wanya,,
วรรณธนา,f,wan1 Ta-1 nA-1,wanthana,wantana,
วรรณธิดา,f,wan1 Ti-4 dA-1,wanthida,wantida,
วรรณนิดา,f,wan1 ni-4 dA-1,wannida,,
วรรณนิศา,f,wan1 ni-4 sA-5,wannisa,,
วรรณนิษา,f,wan1 ni-4 sA-5,wannisa,,
วรรณประภา,f,wan1 pra-2 PA-1,wanprapha,wanpapha,
วรรณภา,f,wan1 PA-1,wanpha,,
วรรณรวี,f,wan1 ra-4 wI-1,wanrawi,wanrawee,
วรรณวลี,f,wan1 wa-1 lI-1,wanwali,wanwalee,
วรรณวิมล,f,wan1 wi-4 mon1,wanwimon,wanwimol,wanvimon
วรรณวิศา,f,wan1 wi-4 sA-5,wanwisa,wanvisa,
วรรณวิสาข์,f,wan1 wi-4 sA-5,wanwisa,wanvisa,
วรรณวิไล,f,wan1 wi-4 laj1,wanwilai,wanvilai,
วรรณศักดิ์,m,wan1 sak2,wansak,,
วรรณา,f,wan1 nA-1,wanna,,
วรรธนะ,m,wat4 Ta-1 na?4,watthana,wattana,
วรรธนัย,m,wat4 Ta-1 naj1,watthanai,wattanai,
วรรนิภา,f,wan1 ni-4 PA-1,wannipha,wannipa,
วรรษชล,f,wat4 sa-2 Con1,watsachon,wassachon,
วรรษา,f,wat4 sA-5,watsa,wassa,
วรลักษณ์,f,wX-1 ra-1 lak4,woralak,worralak,woraluck
วรวรรธน์,m,wX-1 ra-1 wat4,worawat,vorawat,worrawat
วรวัฒน์,m,wX-1 ra-1 wat4,worawat,vorawat,worrawat
วรวิช,m,wX-1 ra-1 wit4,worawit,worrawich,vorawich
วรวิทย์,m,wX-1 ra-1 wit4,worawit,worrawit,vorawit
วรวุฒิ,m,wX-1 ra-1 wut4,worawut,worrawut,voravut
วรวุธ,m,wX-1 ra-1 wut4,worawut,worrawut,voravut
วรสิทธิ์,m,wX-1 ra-1 sit2,worasit,worrasit,vorasit
วรัชยา,f,wa-4 rat4 Ca-1 jA-1,waratchaya,varatchaya,
วรัญญู,m,wa-4 ran1 jU-1,waranyu,varanyu,varunyu
วรัท,m,wa-4 rat4,warat,varat,
วรัทยา,f,wa-4 rat4 Ta-1 jA-1,waratthaya,warattaya,varattaya
วรัมพร,f,wa-4 ram1 PXn1,waramphon,waramphorn,waramporn
วราพงษ์,m,wa-4 rA-1 PoN1,waraphong,varaphong,warapong
วราพร,f,wa-4 rA-1 PXn1,waraphon,varaporn,waraphorn
วราพล,m,wa-4 rA-1 Pon1,waraphon,waraphol,varaphol
วราภรณ์,f,wa-4 rA-1 PXn1,waraphon,varaphorn,waraporn
วรายุ,m,wa-4 rA-1 ju?4,warayu,varayu,
วรายุทธ,m,wa-4 rA-1 jut4,warayut,varayuth,warayuth
วรายุส,m,wa-4 rA-1 jut4,warayut,warayus,varayus
วรารักษ์,f,wa-4 rA-1 rak4,wararak,vararak,
วรารัตน์,f,wa-4 rA-1 rat4,wararat,vararat,
วราลักษณ์,f,wa-4 rA-1 lak4,waralak,waraluck,varalak
วราลี,f,wa-4 rA-1 lI-1,warali,waralee,varalee
วราวุฒิ,m,wa-4 rA-1 wut4,warawut,warawoot,varavut
วราห์,m,wa-4 rA-1,wara,vara,
วริทธิ์,m,wa-4 rit4,warit,varit,varith
วริทธิ์ธร,m,wa-4 rit4 TXn1,waritthon,waritthorn,warittorn
